name,gender
Gaël+Yanno,Male
Nitobe+Inazō,Male
Cristián+Reitze,Male
Perumalraju,Male
Daya+Gamage,Male
Aarre+Simonen,Male
Nguyễn+Thị+Thanh+Hòa,Female
A.+Chandranehru,Male
Luís+da+Cunha,Male
K.K.+Ragesh,Male
Hu+Shuhua,Female
Bärbel+Dieckmann,Female
Onésimo+Silveira,Unknown
Clutha+Mackenzie,Male
Ariel+Castillo+Nájera,Unknown
Hirsi+Bulhan+Farah,Male
Thani+Mohamed+Soilihi,Male
Živko+Radišić,Male
S.+B.+Nawinne,Male
Celín+Discua,Male
Ángel+Pestaña,Male
Soe+Maung,Male
Manó+Széchényi,Unknown
Lê+Đức+Anh,Male
Mečys+Laurinkus,Male
Dániel+Bánffy,Male
Péter+Szalay,Male
Thongbanh+Sengaphone,Male
Liu+Jingmin,Unknown
Nobuaki+Sato,Unknown
Tej+Pratap+Yadav,Male
Santy+Asanuma,Male
Kâzım+İnanç,Male
Sebastián+Calderón+Centeno,Male
Om+Prakash+Verma+(politician),Male
Jambey+Tashi,Male
Mlađan+Dinkić,Male
Qwominer+William+Osborne,Male
"Tharald+Brøvig,+Sr.",Male
Angel+Morey,Male
Dzintars+Rasnačs,Male
Zosimo+Paredes,Male
Issaka+Sidibé,Male
Jan+Ludwik+Popławski,Male
Zenonas+Juknevičius,Male
Khurshid+Ahmad+(scholar),Unknown
Hákun+Djurhuus,Male
Tian+Bu,Unknown
Shuzen+Tanigawa,Male
Ridhiwani+Kikwete,Male
Valto+Koski,Male
Bao+Nguyen,Male
Makhtar+Diop,Male
Abuukar+Abdi+Osman,Male
Jeannot+Krecké,Male
E.+M.+Osei-Wusu,Male
Hidenao+Nakagawa,Male
Atupele+Muluzi,Male
S.+D.+Somasundaram,Male
Pompée+Valentin+Vastey,Unknown
Wamanrao+Chatap,Male
Taavetti+Heimonen,Male
Huang+Jing,Male
Sinod+Kumar+Shakya,Male
Zhu+Youzhen,Female
Tian+Huaijian,Male
Codjo+François+Azodogbehou,Male
Tristano+Codignola,Male
Mekapati+Rajamohan,Male
Ajvaagiin+Danzan,Male
Gaëtan+Gorce,Male
Zhang+Renjie,Male
Aşir+Atlı,Male
Eli+Alaluf,Male
Najaf+Abbas+Sial,Male
M.+V.+Rajasekharan,Male
Rafi+Daham+al-Tikriti,Male
Zenkō+Suzuki,Male
Liu+Chunxian,Male
Jean-Philippe+Nilor,Male
Adiatorix,Unknown
Jean-Félix+Mouloungui,Unknown
Ōmura+Masujirō,Male
Inonge+Wina,Female
Ghebreselassie+Yoseph,Male
V.N.P.+Venkatraman,Unknown
Wang+Yanqiu,Female
Udham+Singh+(Chhattisgarh+Maoist),Unknown
Koizumi+Matajirō,Male
P.+T.+Thomas,Male
Võ+Văn+Kiệt,Unknown
Henri-Auguste+Lozé,Male
Jan+de+Voogd,Male
Kavinda+Jayawardena,Male
Vartkes+Serengülian,Male
Decebal+Traian+Remeș,Male
Vossug+ed+Dowleh,Male
Nisbet+McRobie,Male
"Zaifeng,+Prince+Chun",Male
Vijaysinh+Mohite–Patil,Male
Tee+Masaniai,Male
Émile-Justin+Menier,Male
Hu+Heping,Male
Alimamy+Koroma,Male
Li+Baohua,Male
M.+Kalai+Arasu,Male
Adrián+Rivera+Pérez,Male
Tørris+Heggelund,Unknown
Jan+Mládek,Male
Ma+Yong,Female
M.+V.+Karuppiah,Male
Anfiyanggū,Male
Li+Hao,Male
Lefter+Goga,Male
"François-René+de+La+Tour+du+Pin,+Chambly+de+La+Charce",Unknown
Kadri+Veseli,Male
Abdul-Haleem+Ismail+Al-Mutaafi,Male
Ang+Hin+Kee,Male
Puniša+Račić,Unknown
Antonín+Prachař,Male
L.+Mookiah,Male
Ómar+Ragnarsson,Male
Léonce+Ngendakumana,Male
Sir+Jude+Ejiogu,Male
Michal+Drobný,Male
Uttamrao+Patil,Male
Peetam+Ram,Male
Kjellbjørg+Lunde,Female
Sim+Visser,Male
Veniamin+Kondratyev,Male
"Sam+A.+LeBlanc,+III",Male
Róbson,Male
Chan+Meng+Kam,Male
Tian+Ji'an,Male
Woldemichael+Ghebremariam,Male
Woo+Pak-chuen,Male
Jean-Sébastien+Vialatte,Male
Sefiu+Adegbenga+Kaka,Male
T.+Rathinavel,Male
M.+K.+Ashok,Male
Selmo+Cikotić,Male
K.+Nalla+Thambi,Male
Azizan+Abdul+Razak,Male
S.+Selvakumara+Chinnayan,Male
Tang+Hualong,Male
Ángel+Carromero,Male
Pat+Kelly+(politician),Male
Delphin+Kyubwa,Female
Girma+Asmerom,Male
Ōishi+Masami,Male
Sosefo+Fe‘aomoeata+Vakata,Male
Yanyong+Sipaseut,Male
Jaime+Aguilar+Álvarez,Male
Tan+Wu+Meng,Male
Aqibullah,Male
Oleh+Lyashko,Male
Zhao+Yide,Male
Gao+Yao+(minister),Male
Wang+Xiaojie,Female
Trương+Đình+Dzu,Male
Huang+Kunming,Male
Ekuikui+IV,Male
Takamaro+Fukuoka,Unknown
Přemysl+Sobotka,Male
Silvius+Condpan,Male
André-Napoléon+Fontainas,Male
Jean+Sagbo,Unknown
Tuitama+Talalelei+Tuitama,Male
Janne+Sjelmo+Nordås,Female
C.+Seetaramulu,Unknown
Perza+Rodríguez,Female
Sailabala+Das,Female
Li+Quanzhong,Male
Oleh+Rybachuk,Male
V.+C.+Chandhirakumar,Male
Gwyn+R+Price,Male
KP+Vivekananda,Male
Jerônimo+Garcia+de+Santana,Male
Arimilli+Radha+Krishna,Male
Khwairakpam+Loken+Singh,Male
Damcho+Dorji,Male
Babagouda+Patil,Male
P.+Radhakrishnan,Male
Napole+Polutélé,Male
Liu+Lanbo,Male
Iurie+Roșca,Male
Plácido+Micó+Abogo,Male
Tufani+Saroj,Male
K.+R.+Arjunan,Male
SBPBK+Satyanarayana+Rao,Male
Wang+Shifan,Unknown
Liang+Guoying,Unknown
Buel+Hutchinson,Male
Naraparaju+Ramchander+Rao,Male
Carljörg+Lacherbauer,Male
Anténor+Firmin,Male
Antal+Apró,Male
Aníbal+Ibarra,Male
Zhao+Yan+(Later+Liang),Unknown
Sévérin+Adjovi,Male
Phurpa+Tsering,Male
Emperor+Zhaozong+of+Tang,Unknown
Fríðrikur+Petersen,Male
Han+Xuejian,Male
Éric+Charbonneau,Male
R.+B.+Udhaya+Kumar,Male
Nakli+Singh,Male
Ingmārs+Līdaka,Male
Tokudaiji+Sanetsune,Male
Adrián+Salvador+Galarza+González,Unknown
Masahisa+Sato,Male
He+Yan,Unknown
Bian+Hao,Male
Māris+Grīnblats,Male
Péter+Cseresnyés,Male
Galla+Jayadev,Male
Elwalid+Succariyeh,Male
Jhunnilal+Verma,Male
Mehmooda+Ali+Shah,Male
Somphien+Xayadeth,Male
Hikaru+Matsunaga,Male
Isaías+Soriano+López,Male
Samudrala+Venugopal+Chary,Male
Sultan+Mehmood+Chaudhry,Male
Trimbak+Tupe,Male
Kunja+Bojji,Male
Pabubha+Manek,Male
R.+M.+Padma+Udhaya+Shantha+Gunasekera,Male
Dženan+Đonlagić,Male
Jan+Zoon,Male
Jan+Andrykiewicz,Male
Győző+Istóczy,Male
Aníbal+Acevedo+Vilá,Male
Ghorbanali+Saadat,Male
Emperor+Jing+of+Northern+Zhou,Unknown
Yuan+Geng,Male
Aster+Mamo,Male
Zhang+Wenguan,Male
Luo+Yin,Male
V.+P.+Kalairajan,Male
"Vere+Bird,+Jr.",Male
"Yikuang,+Prince+Qing",Male
Satyagopal+Misra,Female
Rajabhau+Waje,Male
Illugi+Gunnarsson,Male
Nicolaas+Waterboer,Male
Salamullah+Javid,Male
Madhab+Rajbangshi,Female
Lim+Han+Hoe,Male
Cao+Que,Unknown
Czesław+Litwin,Male
S.+Viyalendiran,Male
Gao+Yu,Female
Wei+Yifan,Female
"Luís+Alves+de+Lima+e+Silva,+Duke+of+Caxias",Male
Liu+Heita,Male
Ren+Yaxiang,Female
Ernâni+Lopes,Male
Paulin+Brune,Male
Kalpataru+Das,Male
Wiswa+Warnapala,Male
Lu+Yi+(Tang+dynasty),Unknown
Mélégué+Maurice+Traoré,Male
Muravey+Radev,Male
Senzeni+Zokwana,Male
Miklós+Takács,Male
Sahabzada+Tariq+Ullah,Male
Yoshitsugu+Harada,Male
Ōkubo+Toshimichi,Male
Uche+Secondus,Male
Phan+Văn+Khải,Male
Chiman+Singh+Lodha,Unknown
Raja+Muhammad+Zulqarnain+Khan,Male
Badi-ud-din+Mahmud,Unknown
Allola+Indrakaran+Reddy,Male
Lütfi+Kırdar,Male
Karmenu+Vella,Male
Rakeshwar+Pandey,Male
Alapati+Venkataramaiah,Male
Gundaker+Thomas+Starhemberg,Male
Mykhailo+Havryliuk,Male
Kyuichi+Tokuda,Male
Takuji+Yanagimoto,Male
Ro+Tu-chol,Male
Shen+Daren,Male
Alpha+Oumar+Konaré,Male
Wang+Lin+(general),Male
M.+Krishnasamy,Male
L.W.C+van+den+Berg,Female
Jean-Élie+Gautier,Female
Emerik+Josipović,Male
Todisaina+Raymond+Ramarolahy,Male
Adhimoolam+(Andimadam+MLA),Male
Yang+Lian+(Wu),Unknown
Phoeung+Sakona,Male
Wang+Xiaotong,Male
Josep-Lluís+Carod-Rovira,Male
Yefrem+Sokolov,Male
Jenő+Gerbovits,Male
Apaitia+Seru,Male
Rapolu+Ananda+Bhaskar,Male
Zangley+Dukpa,Male
V.+V.+Raghavan,Male
Jean-Claude+Merceron,Male
Jean+Germain+(politician),Male
Arístides+Mejía,Male
Kilemi+Mwiria,Male
Shodi+Shabdolov,Male
Brandur+Sandoy,Male
Nasruddin+Mohseni,Male
Gadari+Kishore,Male
Annæus+Johannes+Schjødt,Male
Saša+Dragin,Male
Ren+Runhou,Male
Gutiyari+Lal+Duwesh,Male
Bolesław+Wysłouch,Male
Eiichiro+Washio,Male
Óscar+Cruz+López,Male
Sahak+Karapetyan,Male
Miklós+Nyárádi,Male
N.+Sankaraiah,Male
Radnaasümbereliin+Gonchigdorj,Male
Lee+Filer,Male
Siosifa+Tuʻitupou+Tuʻutafaiva,Male
RSN+Rayer,Male
Marvelyne+Wiels,Female
Li+Qiang+(born+1955),Male
Ezenwo+Nyesom+Wike,Male
Mohammad-Hossein+Khoshvaght,Male
Hakija+Hadžić,Male
K.+Ponnusamy,Male
Jean+Letourneau,Male
Rémy+Vincent+Andrianjanaka,Male
Kong+Qian,Unknown
Luís+Antônio+Fleury+Filho,Male
Aivars+Endziņš,Male
S.+Madheswaran,Male
K.+Tamilarasan,Male
Kiran+Haider,Female
Robin+L.+Williams,Female
Shaukatullah+Khan,Male
T.+P.+Poonatchi,Male
Sridam+Pal,Male
Wang+Zongbi,Female
Ángel+Pasta+Muñuzuri,Male
Hilë+Mosi,Male
Cheng+Kejie,Male
Dragić+Joksimović,Male
T.+Gillis+Nutter,Male
Laufitu+Malani,Unknown
Qian+Yuanguan,Unknown
Michele+Angelo+Cianciulli,Unknown
Wang+Shaoyi,Unknown
Cho+Po-yuan,Male
Jean-Paul+Virapoullé,Male
Taketomi+Tokitoshi,Male
K.+Parasuraman,Male
Eliphalet+Lockwood+(deacon),Male
Ubaldino+Ramírez+de+Arellano,Male
Ren+Xuefeng,Male
Mateni+Tapueluelu,Male
Raja+Riaz+Ahmad+Khan,Male
Ola+D.+Gløtvold,Male
Wakatsuki+Reijirō,Male
Gao+Shilian,Female
Wang+Chucun,Male
Noor+Alam+Khan,Male
Mory+Sinkoun+Kaba,Unknown
Alani+Bankole,Male
Ishratul+Ibad,Male
Tamerlan+Aguzarov,Male
Maheswar+Baug,Male
Liu+Zhiyuan,Male
Mukhisa+Kituyi,Male
A.+Devaraj,Male
Iván+Rakovszky,Male
Li+Chuncheng,Male
Singtan+Xayluexong,Male
Péter+Kiss,Male
Ascensión+Esquivel+Ibarra,Male
Vávra+Suk,Male
Ounheuan+Phothilath,Male
Minoura+Katsundo,Male
Hoàng+Cơ+Minh,Male
Sebastián+Bauzá,Male
K.+Lakkappa,Male
Sumbat+Saakian,Female
Wang+Shaoding,Unknown
Péter+Mihalovics,Male
Jorodd+Asphjell,Male
R.+Thurairatnam,Male
Qian+Weidao,Male
M+Sirajul+Islam,Male
Kameshwar+Singh,Male
Étienne+Cabet,Female
Fodéba+Keïta,Male
Zhang+Chengye,Male
Indanan+Kasim+Daud,Female
Vecdi+Gönül,Male
Nikollë+Lesi,Male
Herbord+Sigismund+Ludwig+von+Bar,Male
Jean-Marie+Louvel,Male
Sebihan+Mehmed,Female
Kaneyasu+Marutani,Unknown
Saidulla+Marikkar,Male
Tukaram+Gangadhar+Gadakh,Male
Vasillaq+Ngresi,Male
António+de+Sousa+Franco,Male
Thota+Narasimham,Male
S.+Kishore,Male
Gauriram+Gupta,Male
K.M.+Shaji,Male
A.+S.+Bush,Male
Zhang+Xun+(Qing+loyalist),Male
Fais+Azeem,Male
Seán+Fleming,Male
Oldemiro+Julio+Marques+Baloi,Male
Woldemichael+Abraha,Male
Wu+Jide,Unknown
Bellamy+Storer+(1796–1875),Male
Luís+Marques+Mendes,Male
M.+Ambigapathi,Unknown
Fakhruddin+Ahmadi+Danesh-Ashtiani,Male
Donton+Samuel+Mkandawire,Unknown
Faizullah+Kakar,Male
Ni+Wen-ya,Unknown
Vinodbhai+Chavda,Male
Gearóid+Ó+Cuinneagáin,Male
Swithun+Mombeshora,Male
Terry+Magaoa+Chapman,Male
Robin+Glendinning,Male
T.+A.+Doherty,Male
Tsunenori+Kawai,Male
"António+José+de+Ávila,+1st+Duke+of+Ávila+and+Bolama",Male
A.+V.+Thamarakshan,Male
Rauff+Hakeem,Male
Tung+Chee-hwa,Male
Aníbal+Fernández,Male
Shariif+Mohamed+Hassan,Male
Gopaldas+Shankarlal+Agrawal,Male
Qurban+Ali+Khan,Male
K.+Kamalakannan,Male
Pietari+Jääskeläinen,Male
Óscar+Martín+Ramos+Salinas,Male
Hégésippe+Ibéné,Male
Lascăr+Catargiu,Male
Per-Olof+Svensson,Male
P.+Govardhan+Reddy,Male
Kibiwott+Munge,Male
K.+Kodeeswaran,Male
Alecos+Markides,Male
Momodu+Maligie,Male
Joseph-Ernst+Graf+Fugger+von+Glött,Male
Farès+Boueiz,Male
Haagen+Skattum,Male
Asannagari+Jeevan+Reddy,Male
António+Guterres,Male
C.+T.+Ravi,Male
Murugesan+Sinnandavar,Male
Bernie+Agrons,Male
Du+Yan,Unknown
Govi.+Chezhian,Male
Soumeylou+Boubèye+Maïga,Male
Bep+Schrieke,Male
Gustave+Denis,Male
Fathi+Baja,Male
Chandrasena+Wijesinghe,Male
A+B+M+Musa,Male
Manicka+Tagore,Male
Zhu+Tao,Male
Consort+Dowager+Wang,Male
Amason+Kingi,Male
Valentín+Campa,Male
Kyösti+Haataja,Male
Bhupathiraju+Vijayakumar+Raju,Male
Tan+Yu+Sai,Unknown
K.+Radhakrishnan+(politician),Male
I.+Janagiraman,Male
Tivadar+Batthyány,Male
Juslie+Ajirol,Male
Chan+Yat-sen,Male
Beriz+Belkić,Male
Kōichirō+Genba,Male
Singkham+Phommalath,Male
Mansukh+Bhuva,Male
Yang+Yichen+(Sui+dynasty),Unknown
Anantram+Jaiswal,Male
S.+Nijamudeen,Male
Suad+Zeljković,Male
A.+Y.+Arulanandasamy+Nadar,Male
Kázmér+Batthyány,Male
C.+Vidyasagar+Rao,Male
Cheng+Yuanzhen,Male
Tong+Mingqian,Male
V.+Muraleedharan,Male
Guillaume-Isidore+Baron+de+Montbel,Male
Awtar+Singh,Male
Taïeb+Boulahrouf,Male
Charles-Gérard+Eyschen,Male
Stanisława+Anna+Okularczyk,Male
Marcel-Pierre+Cléach,Male
Tulišen,Male
Jan+Šverma,Male
Tokuo+Yamashita,Unknown
He+Xiehou,Male
Saulat+Mirza,Male
Codruț+Șereș,Male
Dominique+Ntsiété,Male
Jožef+Školč,Male
R.+Gopalkrishnan,Male
Jean-Marie+Taubira,Male
Jean-Baptiste+Campenon,Male
Marriyum+Aurangzeb,Female
Kōno+Togama,Male
Étienne+Rognon,Male
António+Maria+da+Silva,Male
"Molyneux+Shuldham,+1st+Baron+Shuldham",Male
Nandlal+Choudhary,Male
Émile+Nau,Male
Kalākaua,Male
Bao+Youxiang,Male
Miao+Ruilin,Male
Ni+Shu,Unknown
Wei+Junxing,Male
Linghu+Chu,Unknown
Ye+Xianggao,Unknown
Lathrop+Burgess,Male
Ángel+Bulerín,Male
Li+Xi+(born+1962),Male
Gnaeus+Cornelius+Merula,Male
Jin+Yinhuan,Female
Chu+Yong-ha,Male
Yawd+Serk,Male
Thadeo+Ouano,Male
Hakem+al-Fayez,Male
Šarūnas+Birutis,Male
Zhao+Yanshou,Male
Värner+Lootsmann,Male
Elías+Villanueva,Female
Ichio+Asukata,Male
Géza+Teleki+(politician),Male
Saroj+Dubey,Female
Anda+Uldum,Male
Naipal+Singh,Male
Om+Prakash+Jindal,Male
Chen+Yixin,Female
Kayman+Sankar,Unknown
Oznerol+Pacheco+Castro,Male
Luo+Hongxin,Unknown
Qian+Hongzun,Male
Katsura+Tarō,Male
P.+Palaniappan,Male
Benoît+Lutgen,Male
Shakunthala+Shetty+T,Unknown
Kuna+Srisailam+Goud,Male
Nguyễn+Hữu+Thọ,Male
Höskuldur+Þórhallsson,Male
Óscar+Jorge,Male
"Wentworth+FitzGerald,+17th+Earl+of+Kildare",Male
Nicolás+Monckeberg,Male
Dorjjavyn+Luvsansharav,Male
Li+Maozhen,Male
Blaško+Rajić,Male
Motiejus+Šumauskas,Unknown
Krištof+Stern,Male
P.+R.+Manogar,Male
Kang+Min-chol,Male
Wang+Hanbin,Male
O.K.K.+Sedomon,Unknown
Han+Jian+(Tang+dynasty),Unknown
Bidur+Prasad+Sapkota,Male
Ottón+Solís,Male
Jevgeni+Ossinovski,Male
Mallen+Baker,Male
Jaime+Sánchez+Vélez,Male
Nguyễn+Văn+Linh,Male
S.+P.+Velumani,Male
Younoussi+Touré,Male
Taisto+Sinisalo,Male
Woo+Pak-foo,Male
Nông+Đức+Mạnh,Male
Payyavula+Keshav,Male
Hazza'+al-Majali,Male
Shibban+Lal+Saxena,Male
P.+T.+Chacko,Male
Jean-Michel+Villaumé,Male
Lee+Chong+Cheng,Male
Hun+Many,Male
Modibo+Keïta,Male
Liang+Su-yung,Male
Donaldson+Romeo,Male
R.+Duraisamy,Male
Bhanu+Babariya,Female
Luigj+Bumçi,Male
Wei+Yuanzhong,Male
Arcot+N.+Veeraswami,Male
Gum+Tayeng,Female
Nyapati+Subba+Rao+Pantulu,Male
Vinzent+Porombka,Unknown
Elżbieta+Gelert,Female
Chotelal+Verma,Male
Albinas+Januška,Male
Tangata+Vavia,Male
Lei+Yanwei,Unknown
Wissanu+Krea-ngam,Male
Kuoch+Ky,Male
Ho+Hau-cheung,Female
Liu+Xun+(Later+Liang),Male
V.+S.+Gahmari,Male
Gerold+Bührer,Male
Ángel+Martínez+Santiago,Male
Beji+Caid+Essebsi,Male
Jayarathna+Herath,Male
Árni+Johnsen,Male
Teófilo+Forero,Male
Óscar+Lara+Aréchiga,Male
Ynso+Scholten,Male
Wang+Xinxian,Male
Lei+Yangong,Unknown
Frouwke+Laning-Boersema,Male
Prag+Patel,Male
Ingvald+B.+Aase,Male
Jamel+Holley,Male
Liu+Jianfeng,Male
Kostiantyn+Sytnyk,Male
Andris+Bērziņš+(Latvian+President),Male
Batjargalyn+Batbayar,Male
Takamori+Yoshikawa,Male
Kouzou+Sasaki,Unknown
Yogeshwar+Prasad+Yogesh,Male
Ignacy+Mościcki,Male
Jaime+Espejel+Lazcano,Male
Géza+Jeszenszky,Male
Jamyangiin+Mönkhbat,Male
Liang+Yimin,Male
Martín+Carrillo+Guzmán,Male
Adrián+Chávez+Ruiz,Male
Pálmi+Jónsson+(Minister+of+Agriculture),Male
António+José+de+Almeida,Male
Pádraic+McCormack,Male
S.+Rathinavelu,Male
Wei+Ming-ku,Male
Seifudein+Adem,Male
Hêvî+Îbrahîm,Female
"António+José+de+Ávila,+2nd+Marquis+of+Ávila+and+Bolama",Male
Jules+Anglès,Unknown
Zhang+Jingda,Male
K.+Thirupathy,Male
Mirando+Mrsić,Male
Mārtiņš+Roze,Male
Étienne-Paschal+Taché,Male
Lee+Ki-poong,Male
Anfin+Øen,Unknown
Tan+Keng+Liang,Male
Fatos+Hoxha,Male
Nakae+Chōmin,Unknown
Genda+Lal+Chaudhary,Male
Lê+Duẩn,Male
Hua+He,Female
Iván+García+Solís,Male
Ngai+Shiu-kit,Male
Prabhatsinh+Pratapsinh+Chauhan,Male
S.+Rajaratnam+(Ceylonese+lawyer),Male
Tesfai+Ghebreselassie,Male
Daramyn+Tömör-Ochir,Male
Hysen+Hostopalli,Male
Cui+Cha,Unknown
Aimé+Emmanuel+Yoka,Male
Miklós+Bonczos,Male
Jean+Moore,Female
Odilón+Romero+Gutiérrez,Male
Sain+Kamal+Khan+Sherani,Male
Shinjirō+Koizumi,Male
Yang+Chih-liang,Male
Hiteswar+Saikia,Male
Tek+Bahadur+Gurung,Male
Abdoulkader+Cissé,Male
Valentim+Amões,Female
Khetcho,Male
K.+Raman+Pillai,Male
Mátyás+Firtl,Male
Amrit+Tewari,Female
Émile+Zuccarelli,Male
He+Jingzhi,Unknown
Francisque+Gay,Male
Michal+Hašek,Male
Sultan+Baig,Male
Melquíades+Álvarez+(politician),Unknown
Hamid-ul-Haq,Male
Ras+J.+Baraka,Male
Dodo+von+Knyphausen,Male
Ananda+Kumarasiri,Male
Vazhappady+K.+Ramamurthy,Male
Eli+C.+King,Male
Gao+Xingzhou,Unknown
Shi+Wuzi,Unknown
Ikram+Dinçer,Male
Tristán+Narvaja,Unknown
Du+Chongwei,Male
Adhik+Shirodkar,Male
Sukhan+Babayev,Male
Li+Xianzhou,Unknown
K.+Thinakaran,Male
Dritëro+Agolli,Unknown
António+Bento+Bembe,Male
Ștefan+Andrei,Male
Casimir-Louis-Victurnien+de+Rochechouart+de+Mortemart,Male
Yanamala+Rama+Krishnudu,Male
Mika+Raatikainen,Male
Kolbjørn+Almlid,Male
K.+D.+Lalkantha,Male
Isa+bin+Abdulrahman+Al+Hammadi,Male
Grigorijs+Ņemcovs,Male
Kang+Kwan-ju,Male
Hemaram+Choudhary,Male
Ludomir+Goździkiewicz,Male
Xu+Zaisi,Unknown
Chu+Zhongzhi,Male
France-Albert+René,Male
Hindolo+Trye,Male
Marceli+Żółtowski,Male
Katcho+Achadjian,Male
Jan+Józef+Lipski,Male
António+Teixeira+de+Sousa,Male
Villy+Søvndal,Male
"Sir+Kildare+Borrowes,+3rd+Baronet",Male
Wu+Shihuo,Unknown
M.+S.+Gurupadaswamy,Male
Ganpatrao+Deshmukh,Male
Li+Kuangchou,Unknown
Kjell-Erik+Karlsson,Male
Vengalrao+Gottimukula,Male
V.+Elumalai,Male
Sultan+Muliloda+Datumulok,Male
Jules+Patient,Male
"Yunti,+Prince+Xun",Male
Lin+Li-chan,Female
Jan+Łopata,Male
Émile+Reuter,Female
Toshiei+Mizuochi,Male
Dragiša+Cvetković,Male
Han+Zhaoyin,Male
Bhagvan+Singh+Kushwaha,Male
Élodie+Gossuin,Female
Appius+Claudius+Caecus,Male
"Wenzel+Anton,+Prince+of+Kaunitz-Rietberg",Male
Pusapati+Ashok+Gajapati+Raju,Male
Inomjon+Usmonxo‘jayev,Male
Kęstutis+Grinius,Male
Dominique+Larifla,Male
Jan+Widacki,Male
Abdolreza+Rahmani+Fazli,Male
Soccoh+Kabia,Male
Lu+Kai,Male
Ismaïl+Omar+Guelleh,Male
Yu+Minzhong,Unknown
Simón+Valanci,Male
Bai+Yun+(politician),Unknown
Óscar+Saúl+Castillo+Andrade,Male
Hassabu+Mohamed+Abdalrahman,Male
Kader+Sevinc,Female
Zhang+Shiping+(businessman),Male
Madhab+Sardar,Unknown
Martín+Malagón+Ríos,Male
Watkin+Wynne,Male
Liu+Yungeng,Female
Khairullah+Anosh,Male
Kiema+Kilonzo,Male
Gokaraju+Ganga+Raju,Male
Kiyoharu+Ishiwata,Unknown
Jaime+Barrón+Fonseca,Male
Oldemiro+Balói,Male
Mangani+Lal+Mandal,Male
Jaime+Rafael+Díaz+Ochoa,Male
Manpreet+Singh+Ayali,Male
Danis+Tanović,Male
Jan+Malik,Male
Yi+Je-hyeon,Unknown
Li+Shen,Male
Samoud+Khan,Male
Noraladin+Pirmoazzen,Male
Devinder+Kumar+Sehrawat,Male
Sakuma+Shōzan,Unknown
Izidor+Kršnjavi,Male
Morgan+Jones+(British+politician),Male
Zigmantas+Balčytis,Male
Bakshi+Abdur+Rashid,Male
Rama+Ramanathan,Male
Dragotin+Lončar,Male
Kitoye+Ajasa,Male
Kostiantyn+Yelisieiev,Male
Perng+Shaw-jiin,Male
Rahmatullo+Zoirov,Male
Martín+Pérez+(politician),Male
Antonín+Pospíšil,Male
Buba+Baldeh,Male
Jan-Olof+Larsson,Male
Ahmadey+Sheikh+Mukhtar,Female
Wang+Du,Unknown
Rajnarayan+Budholiya,Unknown
Yuliy+Mamchur,Male
Lorents+Mørkved,Male
Jenő+Manninger,Male
António+Borges,Male
Émile+Boga+Doudou,Male
Nareshchandra+Singh,Male
Maikal+Chandra,Male
R.+Thamaraiselvan,Male
Walery+Sławek,Male
Zhang+Tianxin,Male
Li+Jingsui,Male
Thalatha+Atukorale,Female
Virgilijus+Čepaitis,Male
Valdis+Ģīlis,Male
Yuan+Shuxun,Unknown
B.+G.+Plumer,Unknown
A.+Nanjil+Murugesan,Male
Dengir+Mir+Mehmet+Fırat,Male
Hoang+Van+Chi,Male
Tucao+Mastura,Male
Dainis+Īvāns,Male
Ounkeo+Vouthilath,Male
Vicencio+Scarano+Spisso,Male
Videt+Carmichael,Male
Louis-François+Verreycken,Male
Kadri+Simson,Female
Aurélio+de+Lira+Tavares,Male
Chandra+Tripathi,Male
Sun+Jinlong,Male
Jan+Gniński,Male
Dragiša+Lapčević,Male
Manikam+Pillai,Male
Gaius+Considius+Longus,Unknown
Émile+Coulonvaux,Male
Gore+Bahadur+Khapangi,Male
Eisuke+Hinode,Male
Uruguay+Tourné,Male
Tesfai+Ghirmazion,Male
Motohiko+Kondo,Male
Gottlob+Johann+Christian+Kunth,Male
Li+Chongxi,Male
Benjamín+Ayala+Velázquez,Unknown
Li+Bian,Female
Óscar+Pimentel+González,Male
Wang+Tingcou,Unknown
Horácio+de+Matos,Male
T.+S.+Swaminatha+Odayar,Unknown
Jan+Adamiak,Male
Cao+Shen,Male
Meng+Hanqiong,Male
Munvvar+Saleem,Male
Cuauhtémoc+Ochoa+Fernández,Male
Behexhed+Hydi,Male
W.+C.+Steadman,Male
Ramvir+Singh+Bidhuri,Male
Palode+Ravi,Male
Nicolás+Avellaneda,Male
Songyun,Female
Vilis+Lācis,Male
Roberts+Zīle,Male
Mingju,Unknown
Snehal+Ambekar,Female
Prataprao+Govindrao+Chikhalikar,Male
Micheál+Prendergast,Male
A.+Ganesh+Kumar,Male
Than+Sein,Male
Benjamín+Miguel+Harb,Male
Vetukuri+Venkata+Siva+Rama+Raju,Male
Burghard+Freiherr+von+Schorlemer-Alst,Male
Vallabhbhai+Kathiria,Male
Beness+Aijo,Male
Yōsuke+Isozaki,Male
Élie+Hoarau,Male
António+Alva+Rosa+Coutinho,Male
Ints+Dālderis,Male
Ambrosius+Haingura,Unknown
Seifu+Mikael,Male
P.+Vallalperuman,Male
Shibli+al-Aysami,Male
Dharmasena+Attygalle,Male
Huang+Ming+(politician),Male
Yehor+Soboliev,Male
Thor-Eirik+Gulbrandsen+Mykland,Male
Jean+Mandel,Male
Ji+Dengkui,Male
Yang+Yong+(general),Male
Murder+of+Yuriy+Chervochkin,Male
Dagur+Bergþóruson+Eggertsson,Male
Napoléon+Belcourt,Male
Wálter+Guevara,Male
